repo,owner,name,treatment,repetition,order_index,timestamp,status_code,ok,elapsed_ms,size_bytes,error
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,REST,2,408,2026-06-26T15:37:11.843310+00:00,200,True,732.9397000003155,5624,
rust-lang/rust,rust-lang,rust,GraphQL,2,409,2026-06-26T15:37:12.985143+00:00,200,True,757.4102000003222,421,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,GraphQL,4,410,2026-06-26T15:37:14.223408+00:00,200,True,761.9088000001284,395,
ollama/ollama,ollama,ollama,REST,4,411,2026-06-26T15:37:15.282880+00:00,200,True,736.9062999996459,6179,
awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,GraphQL,3,412,2026-06-26T15:37:16.412712+00:00,200,True,756.2867000001461,458,
huggingface/transformers,huggingface,transformers,GraphQL,3,413,2026-06-26T15:37:17.423595+00:00,200,True,732.8155000000152,546,
NousResearch/hermes-agent,NousResearch,hermes-agent,GraphQL,5,414,2026-06-26T15:37:18.614982+00:00,200,True,804.7181000001729,393,
996icu/996.ICU,996icu,996.ICU,REST,1,415,2026-06-26T15:37:19.614860+00:00,200,True,698.5757000002195,5130,
langflow-ai/langflow,langflow-ai,langflow,GraphQL,1,416,2026-06-26T15:37:20.902911+00:00,200,True,842.8146999999626,444,
github/gitignore,github,gitignore,REST,1,417,2026-06-26T15:37:22.171682+00:00,200,True,845.2738999999383,6440,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,GraphQL,1,418,2026-06-26T15:37:23.262271+00:00,200,True,779.6295999996801,460,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,GraphQL,1,419,2026-06-26T15:37:24.338960+00:00,200,True,757.5253999998495,700,
react/react,react,react,GraphQL,5,420,2026-06-26T15:37:25.427044+00:00,200,True,779.7269999996388,401,
n8n-io/n8n,n8n-io,n8n,REST,4,421,2026-06-26T15:37:26.454983+00:00,200,True,787.6685999999609,6247,
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,REST,5,422,2026-06-26T15:37:27.927257+00:00,200,True,998.5833000000639,7520,
golang/go,golang,go,GraphQL,3,423,2026-06-26T15:37:29.052761+00:00,200,True,808.5651000001235,406,
vuejs/vue,vuejs,vue,REST,1,424,2026-06-26T15:37:30.189893+00:00,200,True,775.9498000000349,5927,
garrytan/gstack,garrytan,gstack,GraphQL,5,425,2026-06-26T15:37:31.418695+00:00,200,True,738.4458000001359,498,
twbs/bootstrap,twbs,bootstrap,REST,1,426,2026-06-26T15:37:32.393606+00:00,200,True,741.1306999997578,6183,
twbs/bootstrap,twbs,bootstrap,REST,3,427,2026-06-26T15:37:33.521413+00:00,200,True,786.7151999998896,6183,
freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,REST,2,428,2026-06-26T15:37:34.607188+00:00,200,True,758.1064999999398,7038,
d3/d3,d3,d3,REST,4,429,2026-06-26T15:37:35.657872+00:00,200,True,783.5716999998112,5705,
rustdesk/rustdesk,rustdesk,rustdesk,REST,1,430,2026-06-26T15:37:36.822407+00:00,200,True,691.8527999996513,5552,
krahets/hello-algo,krahets,hello-algo,REST,1,431,2026-06-26T15:37:37.736937+00:00,200,True,701.8646000001354,5577,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,GraphQL,1,432,2026-06-26T15:37:39.091793+00:00,200,True,926.2180000000626,515,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,REST,1,433,2026-06-26T15:37:40.230066+00:00,200,True,720.3698000002987,5911,
langflow-ai/langflow,langflow-ai,langflow,GraphQL,5,434,2026-06-26T15:37:41.586961+00:00,200,True,877.8688000002148,444,
react/react,react,react,REST,1,435,2026-06-26T15:37:42.623478+00:00,200,True,794.543099999828,6013,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,GraphQL,1,436,2026-06-26T15:37:43.833431+00:00,200,True,775.1769999999851,472,
anthropics/claude-code,anthropics,claude-code,REST,3,437,2026-06-26T15:37:45.010815+00:00,200,True,808.0085999999937,6841,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,GraphQL,4,438,2026-06-26T15:37:46.216973+00:00,200,True,748.3535999999731,515,
Snailclimb/JavaGuide,Snailclimb,JavaGuide,GraphQL,2,439,2026-06-26T15:37:47.356839+00:00,200,True,779.0433000000121,501,
electron/electron,electron,electron,GraphQL,3,440,2026-06-26T15:37:48.341525+00:00,200,True,773.4025999998266,428,
TheAlgorithms/Python,TheAlgorithms,Python,REST,1,441,2026-06-26T15:37:49.489668+00:00,200,True,755.3477000001294,6733,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,GraphQL,3,442,2026-06-26T15:37:50.709582+00:00,200,True,775.3668999998808,446,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,GraphQL,4,443,2026-06-26T15:37:51.812139+00:00,200,True,836.5493999999671,545,
ytdl-org/youtube-dl,ytdl-org,youtube-dl,REST,4,444,2026-06-26T15:37:52.893263+00:00,200,True,734.9432000000888,6437,
denoland/deno,denoland,deno,GraphQL,2,445,2026-06-26T15:37:54.074375+00:00,200,True,861.0446000002412,397,
godotengine/godot,godotengine,godot,REST,1,446,2026-06-26T15:37:55.226729+00:00,200,True,766.9455000000198,6457,
CyC2018/CS-Notes,CyC2018,CS-Notes,REST,4,447,2026-06-26T15:37:56.361926+00:00,200,True,722.2600999998576,5243,
torvalds/linux,torvalds,linux,GraphQL,5,448,2026-06-26T15:37:57.606770+00:00,200,True,791.0867999999027,366,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,GraphQL,5,449,2026-06-26T15:37:58.707488+00:00,200,True,790.3925999999046,500,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,REST,3,450,2026-06-26T15:37:59.924284+00:00,200,True,772.0218000004024,7181,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,REST,5,451,2026-06-26T15:38:01.100442+00:00,200,True,700.3829000000223,6152,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,REST,3,452,2026-06-26T15:38:02.098671+00:00,200,True,724.3015999997624,6181,
anomalyco/opencode,anomalyco,opencode,GraphQL,1,453,2026-06-26T15:38:03.263199+00:00,200,True,936.6731000000073,389,
denoland/deno,denoland,deno,REST,3,454,2026-06-26T15:38:04.362295+00:00,200,True,791.8743999998696,6139,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,GraphQL,5,455,2026-06-26T15:38:05.583307+00:00,200,True,769.0572999999858,391,
d3/d3,d3,d3,GraphQL,5,456,2026-06-26T15:38:06.674411+00:00,200,True,818.1247000002259,430,
996icu/996.ICU,996icu,996.ICU,GraphQL,4,457,2026-06-26T15:38:07.750154+00:00,200,True,753.8503000000674,422,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,REST,1,458,2026-06-26T15:38:08.932379+00:00,200,True,829.4996999998148,5678,
github/gitignore,github,gitignore,REST,4,459,2026-06-26T15:38:09.993472+00:00,200,True,851.1263999998846,6440,
n8n-io/n8n,n8n-io,n8n,REST,2,460,2026-06-26T15:38:11.193028+00:00,200,True,827.2372000001269,6247,
tauri-apps/tauri,tauri-apps,tauri,REST,3,461,2026-06-26T15:38:12.644156+00:00,200,True,1010.5812999995578,6440,
anthropics/claude-code,anthropics,claude-code,REST,4,462,2026-06-26T15:38:13.909312+00:00,200,True,805.2299999999377,6841,
rust-lang/rust,rust-lang,rust,REST,3,463,2026-06-26T15:38:15.191169+00:00,200,True,823.9555999998629,6242,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,GraphQL,5,464,2026-06-26T15:38:16.418558+00:00,200,True,789.8996999997507,463,
iptv-org/iptv,iptv-org,iptv,GraphQL,4,465,2026-06-26T15:38:17.646271+00:00,200,True,808.4936000000198,428,
denoland/deno,denoland,deno,GraphQL,3,466,2026-06-26T15:38:18.946534+00:00,200,True,849.9201999998149,397,
react/react,react,react,GraphQL,2,467,2026-06-26T15:38:20.290926+00:00,200,True,859.1088999996828,401,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,REST,5,468,2026-06-26T15:38:21.388426+00:00,200,True,790.1209999999992,6958,
github/gitignore,github,gitignore,REST,2,469,2026-06-26T15:38:22.634863+00:00,200,True,823.6332000001312,6440,
github/gitignore,github,gitignore,REST,3,470,2026-06-26T15:38:23.726423+00:00,200,True,810.1506999996673,6440,
ollama/ollama,ollama,ollama,REST,1,471,2026-06-26T15:38:25.122194+00:00,200,True,1103.3948999997847,6179,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,GraphQL,5,472,2026-06-26T15:38:26.252879+00:00,200,True,800.7640999999239,399,
ossu/computer-science,ossu,computer-science,REST,5,473,2026-06-26T15:38:27.531019+00:00,200,True,818.2787000000644,6432,
TheAlgorithms/Python,TheAlgorithms,Python,GraphQL,3,474,2026-06-26T15:38:28.635491+00:00,200,True,843.3408000000782,397,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,REST,2,475,2026-06-26T15:38:29.698521+00:00,200,True,786.114600000019,7181,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,REST,3,476,2026-06-26T15:38:30.949088+00:00,200,True,834.2093999999634,6639,
langchain-ai/langchain,langchain-ai,langchain,GraphQL,1,477,2026-06-26T15:38:32.425497+00:00,200,True,1047.8296000001137,393,
twbs/bootstrap,twbs,bootstrap,GraphQL,3,478,2026-06-26T15:38:33.547373+00:00,200,True,829.1393999998036,463,
openclaw/openclaw,openclaw,openclaw,REST,5,479,2026-06-26T15:38:34.786685+00:00,200,True,805.4834999998093,6312,
Snailclimb/JavaGuide,Snailclimb,JavaGuide,REST,1,480,2026-06-26T15:38:35.954192+00:00,200,True,745.1335999999174,5673,
TheAlgorithms/Python,TheAlgorithms,Python,GraphQL,1,481,2026-06-26T15:38:37.286365+00:00,200,True,842.6926000001913,397,
firecrawl/firecrawl,firecrawl,firecrawl,REST,2,482,2026-06-26T15:38:38.519784+00:00,200,True,805.6126999999833,6644,
ossu/computer-science,ossu,computer-science,GraphQL,2,483,2026-06-26T15:38:39.576223+00:00,200,True,793.3244000000741,421,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,REST,1,484,2026-06-26T15:38:40.698801+00:00,200,True,795.7359000001816,7181,
ripienaar/free-for-dev,ripienaar,free-for-dev,GraphQL,5,485,2026-06-26T15:38:41.780690+00:00,200,True,810.8235999998215,436,
react/react,react,react,REST,5,486,2026-06-26T15:38:42.965477+00:00,200,True,837.4929999999949,6013,
rust-lang/rust,rust-lang,rust,GraphQL,5,487,2026-06-26T15:38:44.121073+00:00,200,True,822.7013000000625,421,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,REST,3,488,2026-06-26T15:38:45.334302+00:00,200,True,926.1093000000074,7184,
github/spec-kit,github,spec-kit,GraphQL,1,489,2026-06-26T15:38:46.434493+00:00,200,True,795.4294000001028,418,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,REST,5,490,2026-06-26T15:38:47.664082+00:00,200,True,734.3160000000353,6378,
996icu/996.ICU,996icu,996.ICU,REST,5,491,2026-06-26T15:38:48.856170+00:00,200,True,801.3430000000881,5130,
garrytan/gstack,garrytan,gstack,GraphQL,3,492,2026-06-26T15:38:50.078920+00:00,200,True,780.8016999997562,498,
shadcn-ui/ui,shadcn-ui,ui,GraphQL,1,493,2026-06-26T15:38:51.331677+00:00,200,True,849.5804999997745,501,
iptv-org/iptv,iptv-org,iptv,REST,5,494,2026-06-26T15:38:52.359686+00:00,200,True,821.4922000001934,6197,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,GraphQL,4,495,2026-06-26T15:38:53.725742+00:00,200,True,864.7757000003367,428,
d3/d3,d3,d3,GraphQL,1,496,2026-06-26T15:38:55.064026+00:00,200,True,867.9978999998639,430,
github/spec-kit,github,spec-kit,REST,3,497,2026-06-26T15:38:56.367777+00:00,200,True,851.7463000002863,6456,
anomalyco/opencode,anomalyco,opencode,GraphQL,3,498,2026-06-26T15:38:57.538749+00:00,200,True,848.3967999995912,389,
firecrawl/firecrawl,firecrawl,firecrawl,REST,5,499,2026-06-26T15:38:58.744991+00:00,200,True,771.3658000002397,6644,
godotengine/godot,godotengine,godot,REST,5,500,2026-06-26T15:38:59.799805+00:00,200,True,781.2912000003962,6457,
anomalyco/opencode,anomalyco,opencode,REST,3,501,2026-06-26T15:39:01.018193+00:00,200,True,848.2033000000229,6317,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,REST,5,502,2026-06-26T15:39:02.047193+00:00,200,True,818.1842999997571,6181,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,GraphQL,5,503,2026-06-26T15:39:03.246186+00:00,200,True,792.0297000000573,433,
axios/axios,axios,axios,REST,5,504,2026-06-26T15:39:04.480517+00:00,200,True,793.7188999999307,6023,
react/react-native,react,react-native,GraphQL,4,505,2026-06-26T15:39:05.869483+00:00,200,True,922.1023999998579,410,
affaan-m/ECC,affaan-m,ECC,REST,2,506,2026-06-26T15:39:07.027706+00:00,200,True,793.2390000000851,5239,
mrdoob/three.js,mrdoob,three.js,REST,1,507,2026-06-26T15:39:08.012810+00:00,200,True,737.9731000000902,5248,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,GraphQL,1,508,2026-06-26T15:39:09.188880+00:00,200,True,795.5652000000555,406,
tauri-apps/tauri,tauri-apps,tauri,REST,1,509,2026-06-26T15:39:10.454760+00:00,200,True,778.9162999997643,6440,
torvalds/linux,torvalds,linux,REST,3,510,2026-06-26T15:39:11.584954+00:00,200,True,730.5039999996552,5057,
langgenius/dify,langgenius,dify,GraphQL,2,511,2026-06-26T15:39:12.600534+00:00,200,True,806.6865000000689,410,
Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,REST,5,512,2026-06-26T15:39:13.675221+00:00,200,True,814.1670999998496,6395,
avelino/awesome-go,avelino,awesome-go,REST,1,513,2026-06-26T15:39:14.681306+00:00,200,True,790.3633000000809,5378,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,GraphQL,1,514,2026-06-26T15:39:15.817840+00:00,200,True,842.3348999999689,444,
sindresorhus/awesome,sindresorhus,awesome,GraphQL,3,515,2026-06-26T15:39:16.906893+00:00,200,True,798.3579000001555,426,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,REST,4,516,2026-06-26T15:39:18.189518+00:00,200,True,786.027500000273,6639,
ripienaar/free-for-dev,ripienaar,free-for-dev,GraphQL,1,517,2026-06-26T15:39:19.386459+00:00,200,True,796.6232999997374,436,
jwasham/coding-interview-university,jwasham,coding-interview-university,GraphQL,3,518,2026-06-26T15:39:20.618615+00:00,200,True,904.0605999998661,476,
nodejs/node,nodejs,node,GraphQL,2,519,2026-06-26T15:39:21.873499+00:00,200,True,853.9995999999519,390,
fatedier/frp,fatedier,frp,REST,2,520,2026-06-26T15:39:22.919560+00:00,200,True,760.4811999999583,5187,
electron/electron,electron,electron,GraphQL,5,521,2026-06-26T15:39:24.108680+00:00,200,True,864.2285999999331,428,
github/spec-kit,github,spec-kit,GraphQL,2,522,2026-06-26T15:39:25.427701+00:00,200,True,892.0533999998952,418,
tensorflow/tensorflow,tensorflow,tensorflow,REST,1,523,2026-06-26T15:39:26.800239+00:00,200,True,912.0391999999811,6800,
vercel/next.js,vercel,next.js,REST,5,524,2026-06-26T15:39:27.970383+00:00,200,True,826.782699999967,6237,
Hack-with-Github/Awesome-Hacking,Hack-with-Github,Awesome-Hacking,REST,1,525,2026-06-26T15:39:29.036604+00:00,200,True,797.0375999998396,7310,
react/react-native,react,react-native,GraphQL,1,526,2026-06-26T15:39:30.293652+00:00,200,True,825.31119999976,410,
langchain-ai/langchain,langchain-ai,langchain,REST,5,527,2026-06-26T15:39:31.415645+00:00,200,True,813.1472000000031,6757,
rust-lang/rust,rust-lang,rust,GraphQL,1,528,2026-06-26T15:39:32.697957+00:00,200,True,787.5707999996848,421,
shadcn-ui/ui,shadcn-ui,ui,REST,3,529,2026-06-26T15:39:33.883571+00:00,200,True,809.9028999999973,6240,
ollama/ollama,ollama,ollama,REST,2,530,2026-06-26T15:39:35.172013+00:00,200,True,792.4428000001171,6179,
shadcn-ui/ui,shadcn-ui,ui,GraphQL,3,531,2026-06-26T15:39:36.447655+00:00,200,True,811.9913999998971,501,
react/react,react,react,GraphQL,3,532,2026-06-26T15:39:37.672470+00:00,200,True,888.1354000000101,401,
anthropics/claude-code,anthropics,claude-code,GraphQL,2,533,2026-06-26T15:39:38.796598+00:00,200,True,787.2151000001395,583,
axios/axios,axios,axios,GraphQL,5,534,2026-06-26T15:39:39.832418+00:00,200,True,830.1869000001716,406,
Genymobile/scrcpy,Genymobile,scrcpy,GraphQL,2,535,2026-06-26T15:39:40.921952+00:00,200,True,857.1292000001449,400,
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,GraphQL,3,536,2026-06-26T15:39:42.091967+00:00,200,True,840.0673000001007,435,
firecrawl/firecrawl,firecrawl,firecrawl,REST,1,537,2026-06-26T15:39:43.296722+00:00,200,True,795.1641999998174,6644,
microsoft/PowerToys,microsoft,PowerToys,GraphQL,3,538,2026-06-26T15:39:44.628505+00:00,200,True,845.7195000000866,460,
tensorflow/tensorflow,tensorflow,tensorflow,REST,2,539,2026-06-26T15:39:45.705472+00:00,200,True,859.8606000000473,6800,
krahets/hello-algo,krahets,hello-algo,GraphQL,3,540,2026-06-26T15:39:46.847181+00:00,200,True,768.5575000000426,566,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,REST,2,541,2026-06-26T15:39:47.976524+00:00,200,True,806.1231000001499,6168,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,REST,4,542,2026-06-26T15:39:49.155432+00:00,200,True,767.733700000008,6025,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,REST,4,543,2026-06-26T15:39:50.365425+00:00,200,True,811.9197000000895,6325,
vercel/next.js,vercel,next.js,REST,4,544,2026-06-26T15:39:51.553085+00:00,200,True,853.826200000185,6237,
electron/electron,electron,electron,REST,2,545,2026-06-26T15:39:52.832252+00:00,200,True,870.8685999999943,6542,
fatedier/frp,fatedier,frp,REST,5,546,2026-06-26T15:39:54.033281+00:00,200,True,800.1435000001038,5187,
NousResearch/hermes-agent,NousResearch,hermes-agent,REST,1,547,2026-06-26T15:39:55.211716+00:00,200,True,919.0502999999808,6841,
avelino/awesome-go,avelino,awesome-go,GraphQL,2,548,2026-06-26T15:39:56.391007+00:00,200,True,964.9078999996163,415,
CyC2018/CS-Notes,CyC2018,CS-Notes,GraphQL,1,549,2026-06-26T15:39:57.746333+00:00,200,True,890.2645000002849,432,
microsoft/PowerToys,microsoft,PowerToys,REST,2,550,2026-06-26T15:39:58.953113+00:00,200,True,847.4513999999544,6782,
ultraworkers/claw-code,ultraworkers,claw-code,GraphQL,5,551,2026-06-26T15:40:00.114369+00:00,200,True,885.8243999998194,489,
Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,REST,2,552,2026-06-26T15:40:01.462930+00:00,200,True,846.2361000001692,6395,
msitarzewski/agency-agents,msitarzewski,agency-agents,REST,5,553,2026-06-26T15:40:02.632854+00:00,200,True,721.991099999741,5840,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,GraphQL,2,554,2026-06-26T15:40:03.935937+00:00,200,True,810.0413000001936,503,
nilbuild/developer-roadmap,nilbuild,developer-roadmap,GraphQL,5,555,2026-06-26T15:40:05.209023+00:00,200,True,842.4408999999287,464,
axios/axios,axios,axios,REST,1,556,2026-06-26T15:40:06.311697+00:00,200,True,810.9979000000749,6023,
twbs/bootstrap,twbs,bootstrap,REST,4,557,2026-06-26T15:40:07.440072+00:00,200,True,825.6770000002689,6183,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,REST,5,558,2026-06-26T15:40:08.689930+00:00,200,True,761.7176999997355,5624,
krahets/hello-algo,krahets,hello-algo,REST,4,559,2026-06-26T15:40:09.912965+00:00,200,True,741.8048999998064,5577,
vercel/next.js,vercel,next.js,GraphQL,1,560,2026-06-26T15:40:11.211787+00:00,200,True,824.7365000001992,379,
krahets/hello-algo,krahets,hello-algo,REST,3,561,2026-06-26T15:40:12.199932+00:00,200,True,749.1540999999415,5577,
tensorflow/tensorflow,tensorflow,tensorflow,GraphQL,4,562,2026-06-26T15:40:13.422801+00:00,200,True,763.5982000001604,420,
rust-lang/rust,rust-lang,rust,REST,5,563,2026-06-26T15:40:14.704236+00:00,200,True,940.0716999998622,6242,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,GraphQL,2,564,2026-06-26T15:40:15.890931+00:00,200,True,900.9756999998899,472,
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,REST,3,565,2026-06-26T15:40:17.037269+00:00,200,True,773.3951000000161,6194,
papers-we-love/papers-we-love,papers-we-love,papers-we-love,REST,3,566,2026-06-26T15:40:18.234205+00:00,200,True,806.3324999998258,6923,
microsoft/vscode,microsoft,vscode,REST,2,567,2026-06-26T15:40:19.555124+00:00,200,True,1028.2238999998299,6495,
Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,REST,4,568,2026-06-26T15:40:20.734014+00:00,200,True,866.1059000000932,7184,
f/prompts.chat,f,prompts.chat,REST,3,569,2026-06-26T15:40:21.807339+00:00,200,True,720.3251999999338,5347,
Genymobile/scrcpy,Genymobile,scrcpy,REST,1,570,2026-06-26T15:40:22.920917+00:00,200,True,780.3631000001587,6394,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,GraphQL,3,571,2026-06-26T15:40:23.938588+00:00,200,True,801.1274999998932,472,
flutter/flutter,flutter,flutter,GraphQL,1,572,2026-06-26T15:40:25.055979+00:00,200,True,824.3590000001859,464,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,REST,2,573,2026-06-26T15:40:26.246068+00:00,200,True,777.4501999997483,5492,
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,GraphQL,4,574,2026-06-26T15:40:27.320488+00:00,200,True,835.9756999998353,472,
langflow-ai/langflow,langflow-ai,langflow,GraphQL,2,575,2026-06-26T15:40:28.399576+00:00,200,True,846.9042000001537,444,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,GraphQL,3,576,2026-06-26T15:40:29.506168+00:00,200,True,792.7736999999979,395,
CyC2018/CS-Notes,CyC2018,CS-Notes,REST,3,577,2026-06-26T15:40:30.710789+00:00,200,True,825.7440000002134,5243,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,GraphQL,1,578,2026-06-26T15:40:31.946973+00:00,200,True,844.3631999998615,399,
nilbuild/developer-roadmap,nilbuild,developer-roadmap,REST,3,579,2026-06-26T15:40:33.026763+00:00,200,True,779.0743999998995,6002,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,GraphQL,3,580,2026-06-26T15:40:34.254489+00:00,200,True,790.8391999999367,484,
f/prompts.chat,f,prompts.chat,GraphQL,3,581,2026-06-26T15:40:35.323959+00:00,200,True,807.3764000000665,512,
fatedier/frp,fatedier,frp,GraphQL,3,582,2026-06-26T15:40:36.370344+00:00,200,True,827.9053999999633,448,
codecrafters-io/build-your-own-x,codecrafters-io,build-your-own-x,REST,1,583,2026-06-26T15:40:37.885572+00:00,200,True,1020.2438000001166,7103,
ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,GraphQL,4,584,2026-06-26T15:40:39.069470+00:00,200,True,811.2688999999591,700,
vuejs/vue,vuejs,vue,GraphQL,5,585,2026-06-26T15:40:40.155698+00:00,200,True,770.1652999999169,426,
msitarzewski/agency-agents,msitarzewski,agency-agents,REST,1,586,2026-06-26T15:40:41.375951+00:00,200,True,742.4105999998574,5840,
nodejs/node,nodejs,node,GraphQL,1,587,2026-06-26T15:40:42.685780+00:00,200,True,809.2971000000944,390,
microsoft/vscode,microsoft,vscode,REST,1,588,2026-06-26T15:40:43.776807+00:00,200,True,809.0801999996984,6495,
iptv-org/iptv,iptv-org,iptv,GraphQL,5,589,2026-06-26T15:40:44.951327+00:00,200,True,794.351099999858,428,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,GraphQL,4,590,2026-06-26T15:40:46.176449+00:00,200,True,838.8519999998607,484,
Hack-with-Github/Awesome-Hacking,Hack-with-Github,Awesome-Hacking,REST,4,591,2026-06-26T15:40:47.300429+00:00,200,True,814.6088000003147,7310,
trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,REST,5,592,2026-06-26T15:40:48.286756+00:00,200,True,749.9975000000632,6460,
golang/go,golang,go,REST,1,593,2026-06-26T15:40:49.515624+00:00,200,True,825.6141000001662,6103,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,REST,1,594,2026-06-26T15:40:50.757450+00:00,200,True,762.0004000000336,6152,
langflow-ai/langflow,langflow-ai,langflow,REST,4,595,2026-06-26T15:40:51.958288+00:00,200,True,849.5072000000619,6587,
sindresorhus/awesome,sindresorhus,awesome,GraphQL,2,596,2026-06-26T15:40:53.211141+00:00,200,True,841.1772999997993,426,
mattpocock/skills,mattpocock,skills,REST,5,597,2026-06-26T15:40:54.255849+00:00,200,True,748.1433000002653,5278,
mrdoob/three.js,mrdoob,three.js,REST,2,598,2026-06-26T15:40:55.232243+00:00,200,True,755.9301999999661,5248,
huggingface/transformers,huggingface,transformers,REST,3,599,2026-06-26T15:40:56.741099+00:00,200,True,1013.2766000001538,7081,
Genymobile/scrcpy,Genymobile,scrcpy,GraphQL,4,600,2026-06-26T15:40:58.060074+00:00,200,True,891.2436000000525,400,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,GraphQL,5,601,2026-06-26T15:40:59.414363+00:00,200,True,972.2775999998703,460,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,REST,5,602,2026-06-26T15:41:00.573627+00:00,200,True,780.0664000001234,6844,
TheAlgorithms/Python,TheAlgorithms,Python,GraphQL,5,603,2026-06-26T15:41:01.728829+00:00,200,True,811.4580000001297,397,
n8n-io/n8n,n8n-io,n8n,REST,3,604,2026-06-26T15:41:02.963492+00:00,200,True,780.0265000000763,6247,
ossu/computer-science,ossu,computer-science,GraphQL,5,605,2026-06-26T15:41:03.993275+00:00,200,True,826.0513000000174,421,
excalidraw/excalidraw,excalidraw,excalidraw,GraphQL,2,606,2026-06-26T15:41:05.135526+00:00,200,True,772.7139000003262,423,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,GraphQL,2,607,2026-06-26T15:41:06.061101+00:00,200,True,711.4814000001388,375,
github/gitignore,github,gitignore,GraphQL,3,608,2026-06-26T15:41:07.162527+00:00,200,True,791.1252999997487,408,
microsoft/markitdown,microsoft,markitdown,GraphQL,4,609,2026-06-26T15:41:08.362073+00:00,200,True,799.6123000002626,424,
awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,GraphQL,1,610,2026-06-26T15:41:09.527980+00:00,200,True,764.982599999712,458,
freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,REST,4,611,2026-06-26T15:41:10.601099+00:00,200,True,800.4614999999831,7038,
vuejs/vue,vuejs,vue,REST,4,612,2026-06-26T15:41:11.672384+00:00,200,True,778.59669999998,5927,
2dust/v2rayN,2dust,v2rayN,GraphQL,3,613,2026-06-26T15:41:12.682284+00:00,200,True,793.902099999741,445,
